Process_CPU,Affined_Cores,Affined_Temperatures,Timestamp
1158.7,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 10.0, 6: 0.0, 7: 0.0, 8: 10.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 10.0, 17: 10.0, 18: 10.0, 19: 60.0, 20: 11.1, 21: 10.0, 22: 10.0, 23: 0.0, 24: 0.0, 25: 9.1, 26: 10.0, 27: 0.0, 28: 10.0, 29: 10.0, 30: 0.0, 31: 0.0, 32: 0.0, 33: 0.0, 34: 10.0, 35: 18.2, 36: 10.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 100.0, 43: 0.0, 44: 10.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 10.0, 49: 10.0, 50: 33.3, 51: 10.0, 52: 18.2, 53: 9.1, 54: 100.0, 55: 0.0, 56: 9.1, 57: 9.1, 58: 10.0, 59: 10.0, 60: 18.2, 61: 10.0, 62: 9.1, 63: 10.0}","{0: 34.5625, 1: 34.5625, 2: 34.5625, 3: 34.5625, 4: 34.5625, 5: 34.5625, 6: 34.5625, 7: 34.5625, 8: 34.5625, 9: 34.5625, 10: 34.5625, 11: 34.5625, 12: 34.5625, 13: 34.5625, 14: 34.5625, 15: 34.5625, 16: 34.5625, 17: 34.5625, 18: 34.5625, 19: 34.5625, 20: 34.5625, 21: 34.5625, 22: 34.5625, 23: 34.5625, 24: 34.5625, 25: 34.5625, 26: 34.5625, 27: 34.5625, 28: 34.5625, 29: 34.5625, 30: 34.5625, 31: 34.5625, 32: 34.5625, 33: 34.5625, 34: 34.5625, 35: 34.5625, 36: 34.5625, 37: 34.5625, 38: 34.5625, 39: 34.5625, 40: 34.5625, 41: 34.5625, 42: 34.5625, 43: 34.5625, 44: 34.5625, 45: 34.5625, 46: 34.5625, 47: 34.5625, 48: 34.5625, 49: 34.5625, 50: 34.5625, 51: 34.5625, 52: 34.5625, 53: 34.5625, 54: 34.5625, 55: 34.5625, 56: 34.5625, 57: 34.5625, 58: 34.5625, 59: 34.5625, 60: 34.5625, 61: 34.5625, 62: 34.5625, 63: 34.5625}",2025-03-12 19:35:29.752144
419.5,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 100.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0, 25: 80.0, 26: 0.0, 27: 0.0, 28: 0.0, 29: 0.0, 30: 0.0, 31: 0.0, 32: 0.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 0.0, 49: 0.0, 50: 0.0, 51: 9.1, 52: 0.0, 53: 0.0, 54: 0.0, 55: 0.0, 56: 0.0, 57: 0.0, 58: 0.0, 59: 0.0, 60: 0.0, 61: 0.0, 62: 0.0, 63: 100.0}","{0: 35.125, 1: 35.125, 2: 35.125, 3: 35.125, 4: 35.125, 5: 35.125, 6: 35.125, 7: 35.125, 8: 35.125, 9: 35.125, 10: 35.125, 11: 35.125, 12: 35.125, 13: 35.125, 14: 35.125, 15: 35.125, 16: 35.125, 17: 35.125, 18: 35.125, 19: 35.125, 20: 35.125, 21: 35.125, 22: 35.125, 23: 35.125, 24: 35.125, 25: 35.125, 26: 35.125, 27: 35.125, 28: 35.125, 29: 35.125, 30: 35.125, 31: 35.125, 32: 35.125, 33: 35.125, 34: 35.125, 35: 35.125, 36: 35.125, 37: 35.125, 38: 35.125, 39: 35.125, 40: 35.125, 41: 35.125, 42: 35.125, 43: 35.125, 44: 35.125, 45: 35.125, 46: 35.125, 47: 35.125, 48: 35.125, 49: 35.125, 50: 35.125, 51: 35.125, 52: 35.125, 53: 35.125, 54: 35.125, 55: 35.125, 56: 35.125, 57: 35.125, 58: 35.125, 59: 35.125, 60: 35.125, 61: 35.125, 62: 35.125, 63: 35.125}",2025-03-12 19:35:32.078284
659.3,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 9.1, 8: 0.0, 9: 0.0, 10: 100.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 100.0, 21: 0.0, 22: 100.0, 23: 0.0, 24: 0.0, 25: 0.0, 26: 0.0, 27: 0.0, 28: 0.0, 29: 0.0, 30: 0.0, 31: 0.0, 32: 0.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 0.0, 49: 0.0, 50: 0.0, 51: 0.0, 52: 0.0, 53: 0.0, 54: 0.0, 55: 0.0, 56: 0.0, 57: 0.0, 58: 0.0, 59: 0.0, 60: 0.0, 61: 0.0, 62: 0.0, 63: 0.0}","{0: 34.3125, 1: 34.3125, 2: 34.3125, 3: 34.3125, 4: 34.3125, 5: 34.3125, 6: 34.3125, 7: 34.3125, 8: 34.3125, 9: 34.3125, 10: 34.3125, 11: 34.3125, 12: 34.3125, 13: 34.3125, 14: 34.3125, 15: 34.3125, 16: 34.3125, 17: 34.3125, 18: 34.3125, 19: 34.3125, 20: 34.3125, 21: 34.3125, 22: 34.3125, 23: 34.3125, 24: 34.3125, 25: 34.3125, 26: 34.3125, 27: 34.3125, 28: 34.3125, 29: 34.3125, 30: 34.3125, 31: 34.3125, 32: 34.3125, 33: 34.3125, 34: 34.3125, 35: 34.3125, 36: 34.3125, 37: 34.3125, 38: 34.3125, 39: 34.3125, 40: 34.3125, 41: 34.3125, 42: 34.3125, 43: 34.3125, 44: 34.3125, 45: 34.3125, 46: 34.3125, 47: 34.3125, 48: 34.3125, 49: 34.3125, 50: 34.3125, 51: 34.3125, 52: 34.3125, 53: 34.3125, 54: 34.3125, 55: 34.3125, 56: 34.3125, 57: 34.3125, 58: 34.3125, 59: 34.3125, 60: 34.3125, 61: 34.3125, 62: 34.3125, 63: 34.3125}",2025-03-12 19:35:34.421521
649.2,"{0: 9.1, 1: 22.2, 2: 22.2, 3: 0.0, 4: 0.0, 5: 22.2, 6: 30.0, 7: 0.0, 8: 27.3, 9: 0.0, 10: 22.2, 11: 0.0, 12: 0.0, 13: 22.2, 14: 40.0, 15: 0.0, 16: 20.0, 17: 30.0, 18: 30.0, 19: 22.2, 20: 0.0, 21: 0.0, 22: 22.2, 23: 22.2, 24: 20.0, 25: 20.0, 26: 0.0, 27: 22.2, 28: 0.0, 29: 0.0, 30: 30.0, 31: 100.0, 32: 0.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 22.2, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 22.2, 48: 27.3, 49: 22.2, 50: 30.0, 51: 22.2, 52: 90.0, 53: 0.0, 54: 22.2, 55: 10.0, 56: 100.0, 57: 20.0, 58: 22.2, 59: 22.2, 60: 0.0, 61: 20.0, 62: 30.0, 63: 20.0}","{0: 34.375, 1: 34.375, 2: 34.375, 3: 34.375, 4: 34.375, 5: 34.375, 6: 34.375, 7: 34.375, 8: 34.375, 9: 34.375, 10: 34.375, 11: 34.375, 12: 34.375, 13: 34.375, 14: 34.375, 15: 34.375, 16: 34.375, 17: 34.375, 18: 34.375, 19: 34.375, 20: 34.375, 21: 34.375, 22: 34.375, 23: 34.375, 24: 34.375, 25: 34.375, 26: 34.375, 27: 34.375, 28: 34.375, 29: 34.375, 30: 34.375, 31: 34.375, 32: 34.375, 33: 34.375, 34: 34.375, 35: 34.375, 36: 34.375, 37: 34.375, 38: 34.375, 39: 34.375, 40: 34.375, 41: 34.375, 42: 34.375, 43: 34.375, 44: 34.375, 45: 34.375, 46: 34.375, 47: 34.375, 48: 34.375, 49: 34.375, 50: 34.375, 51: 34.375, 52: 34.375, 53: 34.375, 54: 34.375, 55: 34.375, 56: 34.375, 57: 34.375, 58: 34.375, 59: 34.375, 60: 34.375, 61: 34.375, 62: 34.375, 63: 34.375}",2025-03-12 19:35:36.740021
868.8,"{0: 45.5, 1: 45.5, 2: 45.5, 3: 22.2, 4: 50.0, 5: 54.5, 6: 20.0, 7: 50.0, 8: 45.5, 9: 50.0, 10: 40.0, 11: 50.0, 12: 50.0, 13: 60.0, 14: 63.6, 15: 20.0, 16: 22.2, 17: 30.0, 18: 30.0, 19: 27.3, 20: 20.0, 21: 30.0, 22: 90.0, 23: 0.0, 24: 45.5, 25: 30.0, 26: 45.5, 27: 60.0, 28: 20.0, 29: 0.0, 30: 27.3, 31: 100.0, 32: 20.0, 33: 45.5, 34: 50.0, 35: 50.0, 36: 50.0, 37: 60.0, 38: 50.0, 39: 20.0, 40: 50.0, 41: 45.5, 42: 54.5, 43: 90.0, 44: 50.0, 45: 50.0, 46: 20.0, 47: 44.4, 48: 30.0, 49: 30.0, 50: 30.0, 51: 27.3, 52: 50.0, 53: 30.0, 54: 20.0, 55: 20.0, 56: 22.2, 57: 27.3, 58: 44.4, 59: 20.0, 60: 45.5, 61: 45.5, 62: 22.2, 63: 20.0}","{0: 35.25, 1: 35.25, 2: 35.25, 3: 35.25, 4: 35.25, 5: 35.25, 6: 35.25, 7: 35.25, 8: 35.25, 9: 35.25, 10: 35.25, 11: 35.25, 12: 35.25, 13: 35.25, 14: 35.25, 15: 35.25, 16: 35.25, 17: 35.25, 18: 35.25, 19: 35.25, 20: 35.25, 21: 35.25, 22: 35.25, 23: 35.25, 24: 35.25, 25: 35.25, 26: 35.25, 27: 35.25, 28: 35.25, 29: 35.25, 30: 35.25, 31: 35.25, 32: 35.25, 33: 35.25, 34: 35.25, 35: 35.25, 36: 35.25, 37: 35.25, 38: 35.25, 39: 35.25, 40: 35.25, 41: 35.25, 42: 35.25, 43: 35.25, 44: 35.25, 45: 35.25, 46: 35.25, 47: 35.25, 48: 35.25, 49: 35.25, 50: 35.25, 51: 35.25, 52: 35.25, 53: 35.25, 54: 35.25, 55: 35.25, 56: 35.25, 57: 35.25, 58: 35.25, 59: 35.25, 60: 35.25, 61: 35.25, 62: 35.25, 63: 35.25}",2025-03-12 19:35:39.078971
649.0,"{0: 40.0, 1: 33.3, 2: 40.0, 3: 40.0, 4: 40.0, 5: 20.0, 6: 20.0, 7: 40.0, 8: 66.7, 9: 30.0, 10: 36.4, 11: 20.0, 12: 80.0, 13: 54.5, 14: 0.0, 15: 44.4, 16: 36.4, 17: 30.0, 18: 30.0, 19: 40.0, 20: 36.4, 21: 33.3, 22: 36.4, 23: 22.2, 24: 66.7, 25: 22.2, 26: 33.3, 27: 30.0, 28: 90.0, 29: 60.0, 30: 100.0, 31: 0.0, 32: 40.0, 33: 20.0, 34: 40.0, 35: 27.3, 36: 40.0, 37: 33.3, 38: 40.0, 39: 40.0, 40: 30.0, 41: 45.5, 42: 40.0, 43: 33.3, 44: 40.0, 45: 36.4, 46: 40.0, 47: 10.0, 48: 22.2, 49: 30.0, 50: 22.2, 51: 20.0, 52: 27.3, 53: 30.0, 54: 20.0, 55: 40.0, 56: 30.0, 57: 30.0, 58: 20.0, 59: 27.3, 60: 20.0, 61: 22.2, 62: 20.0, 63: 30.0}","{0: 35.0625, 1: 35.0625, 2: 35.0625, 3: 35.0625, 4: 35.0625, 5: 35.0625, 6: 35.0625, 7: 35.0625, 8: 35.0625, 9: 35.0625, 10: 35.0625, 11: 35.0625, 12: 35.0625, 13: 35.0625, 14: 35.0625, 15: 35.0625, 16: 35.0625, 17: 35.0625, 18: 35.0625, 19: 35.0625, 20: 35.0625, 21: 35.0625, 22: 35.0625, 23: 35.0625, 24: 35.0625, 25: 35.0625, 26: 35.0625, 27: 35.0625, 28: 35.0625, 29: 35.0625, 30: 35.0625, 31: 35.0625, 32: 35.0625, 33: 35.0625, 34: 35.0625, 35: 35.0625, 36: 35.0625, 37: 35.0625, 38: 35.0625, 39: 35.0625, 40: 35.0625, 41: 35.0625, 42: 35.0625, 43: 35.0625, 44: 35.0625, 45: 35.0625, 46: 35.0625, 47: 35.0625, 48: 35.0625, 49: 35.0625, 50: 35.0625, 51: 35.0625, 52: 35.0625, 53: 35.0625, 54: 35.0625, 55: 35.0625, 56: 35.0625, 57: 35.0625, 58: 35.0625, 59: 35.0625, 60: 35.0625, 61: 35.0625, 62: 35.0625, 63: 35.0625}",2025-03-12 19:35:41.399649
649.3,"{0: 66.7, 1: 60.0, 2: 50.0, 3: 66.7, 4: 66.7, 5: 40.0, 6: 60.0, 7: 66.7, 8: 60.0, 9: 60.0, 10: 80.0, 11: 72.7, 12: 60.0, 13: 60.0, 14: 30.0, 15: 36.4, 16: 33.3, 17: 60.0, 18: 40.0, 19: 100.0, 20: 33.3, 21: 55.6, 22: 36.4, 23: 36.4, 24: 36.4, 25: 40.0, 26: 66.7, 27: 50.0, 28: 30.0, 29: 36.4, 30: 36.4, 31: 30.0, 32: 60.0, 33: 66.7, 34: 54.5, 35: 60.0, 36: 60.0, 37: 60.0, 38: 36.4, 39: 60.0, 40: 60.0, 41: 60.0, 42: 50.0, 43: 45.5, 44: 36.4, 45: 50.0, 46: 55.6, 47: 44.4, 48: 50.0, 49: 45.5, 50: 36.4, 51: 36.4, 52: 60.0, 53: 40.0, 54: 60.0, 55: 27.3, 56: 55.6, 57: 0.0, 58: 40.0, 59: 36.4, 60: 30.0, 61: 33.3, 62: 40.0, 63: 90.9}","{0: 34.1875, 1: 34.1875, 2: 34.1875, 3: 34.1875, 4: 34.1875, 5: 34.1875, 6: 34.1875, 7: 34.1875, 8: 34.1875, 9: 34.1875, 10: 34.1875, 11: 34.1875, 12: 34.1875, 13: 34.1875, 14: 34.1875, 15: 34.1875, 16: 34.1875, 17: 34.1875, 18: 34.1875, 19: 34.1875, 20: 34.1875, 21: 34.1875, 22: 34.1875, 23: 34.1875, 24: 34.1875, 25: 34.1875, 26: 34.1875, 27: 34.1875, 28: 34.1875, 29: 34.1875, 30: 34.1875, 31: 34.1875, 32: 34.1875, 33: 34.1875, 34: 34.1875, 35: 34.1875, 36: 34.1875, 37: 34.1875, 38: 34.1875, 39: 34.1875, 40: 34.1875, 41: 34.1875, 42: 34.1875, 43: 34.1875, 44: 34.1875, 45: 34.1875, 46: 34.1875, 47: 34.1875, 48: 34.1875, 49: 34.1875, 50: 34.1875, 51: 34.1875, 52: 34.1875, 53: 34.1875, 54: 34.1875, 55: 34.1875, 56: 34.1875, 57: 34.1875, 58: 34.1875, 59: 34.1875, 60: 34.1875, 61: 34.1875, 62: 34.1875, 63: 34.1875}",2025-03-12 19:35:43.716087
369.4,"{0: 30.0, 1: 44.4, 2: 33.3, 3: 45.5, 4: 50.0, 5: 20.0, 6: 44.4, 7: 33.3, 8: 20.0, 9: 40.0, 10: 27.3, 11: 50.0, 12: 50.0, 13: 20.0, 14: 44.4, 15: 33.3, 16: 30.0, 17: 0.0, 18: 50.0, 19: 30.0, 20: 100.0, 21: 20.0, 22: 20.0, 23: 20.0, 24: 50.0, 25: 22.2, 26: 40.0, 27: 40.0, 28: 44.4, 29: 40.0, 30: 20.0, 31: 22.2, 32: 45.5, 33: 40.0, 34: 80.0, 35: 44.4, 36: 50.0, 37: 44.4, 38: 44.4, 39: 20.0, 40: 33.3, 41: 20.0, 42: 40.0, 43: 44.4, 44: 50.0, 45: 33.3, 46: 22.2, 47: 20.0, 48: 20.0, 49: 100.0, 50: 44.4, 51: 22.2, 52: 11.1, 53: 22.2, 54: 44.4, 55: 20.0, 56: 50.0, 57: 27.3, 58: 20.0, 59: 36.4, 60: 30.0, 61: 20.0, 62: 44.4, 63: 30.0}","{0: 34.0625, 1: 34.0625, 2: 34.0625, 3: 34.0625, 4: 34.0625, 5: 34.0625, 6: 34.0625, 7: 34.0625, 8: 34.0625, 9: 34.0625, 10: 34.0625, 11: 34.0625, 12: 34.0625, 13: 34.0625, 14: 34.0625, 15: 34.0625, 16: 34.0625, 17: 34.0625, 18: 34.0625, 19: 34.0625, 20: 34.0625, 21: 34.0625, 22: 34.0625, 23: 34.0625, 24: 34.0625, 25: 34.0625, 26: 34.0625, 27: 34.0625, 28: 34.0625, 29: 34.0625, 30: 34.0625, 31: 34.0625, 32: 34.0625, 33: 34.0625, 34: 34.0625, 35: 34.0625, 36: 34.0625, 37: 34.0625, 38: 34.0625, 39: 34.0625, 40: 34.0625, 41: 34.0625, 42: 34.0625, 43: 34.0625, 44: 34.0625, 45: 34.0625, 46: 34.0625, 47: 34.0625, 48: 34.0625, 49: 34.0625, 50: 34.0625, 51: 34.0625, 52: 34.0625, 53: 34.0625, 54: 34.0625, 55: 34.0625, 56: 34.0625, 57: 34.0625, 58: 34.0625, 59: 34.0625, 60: 34.0625, 61: 34.0625, 62: 34.0625, 63: 34.0625}",2025-03-12 19:35:46.056715
1578.3,"{0: 20.0, 1: 30.0, 2: 100.0, 3: 33.3, 4: 11.1, 5: 33.3, 6: 81.8, 7: 27.3, 8: 33.3, 9: 30.0, 10: 10.0, 11: 40.0, 12: 33.3, 13: 10.0, 14: 30.0, 15: 10.0, 16: 20.0, 17: 33.3, 18: 33.3, 19: 10.0, 20: 36.4, 21: 20.0, 22: 20.0, 23: 10.0, 24: 11.1, 25: 20.0, 26: 11.1, 27: 30.0, 28: 30.0, 29: 90.9, 30: 36.4, 31: 18.2, 32: 30.0, 33: 20.0, 34: 30.0, 35: 18.2, 36: 27.3, 37: 36.4, 38: 33.3, 39: 30.0, 40: 40.0, 41: 11.1, 42: 27.3, 43: 30.0, 44: 30.0, 45: 30.0, 46: 36.4, 47: 30.0, 48: 20.0, 49: 20.0, 50: 20.0, 51: 36.4, 52: 10.0, 53: 20.0, 54: 30.0, 55: 20.0, 56: 20.0, 57: 18.2, 58: 10.0, 59: 20.0, 60: 11.1, 61: 27.3, 62: 20.0, 63: 30.0}","{0: 34.0625, 1: 34.0625, 2: 34.0625, 3: 34.0625, 4: 34.0625, 5: 34.0625, 6: 34.0625, 7: 34.0625, 8: 34.0625, 9: 34.0625, 10: 34.0625, 11: 34.0625, 12: 34.0625, 13: 34.0625, 14: 34.0625, 15: 34.0625, 16: 34.0625, 17: 34.0625, 18: 34.0625, 19: 34.0625, 20: 34.0625, 21: 34.0625, 22: 34.0625, 23: 34.0625, 24: 34.0625, 25: 34.0625, 26: 34.0625, 27: 34.0625, 28: 34.0625, 29: 34.0625, 30: 34.0625, 31: 34.0625, 32: 34.0625, 33: 34.0625, 34: 34.0625, 35: 34.0625, 36: 34.0625, 37: 34.0625, 38: 34.0625, 39: 34.0625, 40: 34.0625, 41: 34.0625, 42: 34.0625, 43: 34.0625, 44: 34.0625, 45: 34.0625, 46: 34.0625, 47: 34.0625, 48: 34.0625, 49: 34.0625, 50: 34.0625, 51: 34.0625, 52: 34.0625, 53: 34.0625, 54: 34.0625, 55: 34.0625, 56: 34.0625, 57: 34.0625, 58: 34.0625, 59: 34.0625, 60: 34.0625, 61: 34.0625, 62: 34.0625, 63: 34.0625}",2025-03-12 19:35:48.367899
779.2,"{0: 40.0, 1: 50.0, 2: 54.5, 3: 45.5, 4: 20.0, 5: 60.0, 6: 27.3, 7: 54.5, 8: 50.0, 9: 50.0, 10: 27.3, 11: 55.6, 12: 25.0, 13: 54.5, 14: 54.5, 15: 20.0, 16: 45.5, 17: 20.0, 18: 40.0, 19: 20.0, 20: 40.0, 21: 30.0, 22: 40.0, 23: 20.0, 24: 20.0, 25: 100.0, 26: 41.7, 27: 27.3, 28: 20.0, 29: 40.0, 30: 45.5, 31: 100.0, 32: 20.0, 33: 54.5, 34: 50.0, 35: 20.0, 36: 50.0, 37: 60.0, 38: 40.0, 39: 20.0, 40: 50.0, 41: 50.0, 42: 40.0, 43: 55.6, 44: 90.9, 45: 54.5, 46: 54.5, 47: 50.0, 48: 20.0, 49: 20.0, 50: 20.0, 51: 20.0, 52: 27.3, 53: 20.0, 54: 20.0, 55: 20.0, 56: 18.2, 57: 20.0, 58: 27.3, 59: 27.3, 60: 40.0, 61: 20.0, 62: 20.0, 63: 20.0}","{0: 34.75, 1: 34.75, 2: 34.75, 3: 34.75, 4: 34.75, 5: 34.75, 6: 34.75, 7: 34.75, 8: 34.75, 9: 34.75, 10: 34.75, 11: 34.75, 12: 34.75, 13: 34.75, 14: 34.75, 15: 34.75, 16: 34.75, 17: 34.75, 18: 34.75, 19: 34.75, 20: 34.75, 21: 34.75, 22: 34.75, 23: 34.75, 24: 34.75, 25: 34.75, 26: 34.75, 27: 34.75, 28: 34.75, 29: 34.75, 30: 34.75, 31: 34.75, 32: 34.75, 33: 34.75, 34: 34.75, 35: 34.75, 36: 34.75, 37: 34.75, 38: 34.75, 39: 34.75, 40: 34.75, 41: 34.75, 42: 34.75, 43: 34.75, 44: 34.75, 45: 34.75, 46: 34.75, 47: 34.75, 48: 34.75, 49: 34.75, 50: 34.75, 51: 34.75, 52: 34.75, 53: 34.75, 54: 34.75, 55: 34.75, 56: 34.75, 57: 34.75, 58: 34.75, 59: 34.75, 60: 34.75, 61: 34.75, 62: 34.75, 63: 34.75}",2025-03-12 19:35:50.709296
629.2,"{0: 33.3, 1: 30.0, 2: 55.6, 3: 50.0, 4: 60.0, 5: 18.2, 6: 18.2, 7: 50.0, 8: 44.4, 9: 44.4, 10: 55.6, 11: 11.1, 12: 20.0, 13: 50.0, 14: 55.6, 15: 44.4, 16: 18.2, 17: 18.2, 18: 50.0, 19: 20.0, 20: 50.0, 21: 20.0, 22: 11.1, 23: 44.4, 24: 22.2, 25: 90.0, 26: 20.0, 27: 11.1, 28: 10.0, 29: 10.0, 30: 11.1, 31: 100.0, 32: 80.0, 33: 50.0, 34: 50.0, 35: 55.6, 36: 50.0, 37: 50.0, 38: 44.4, 39: 50.0, 40: 20.0, 41: 55.6, 42: 55.6, 43: 55.6, 44: 40.0, 45: 44.4, 46: 50.0, 47: 18.2, 48: 20.0, 49: 10.0, 50: 18.2, 51: 20.0, 52: 0.0, 53: 18.2, 54: 18.2, 55: 55.6, 56: 20.0, 57: 40.0, 58: 18.2, 59: 44.4, 60: 44.4, 61: 18.2, 62: 44.4, 63: 10.0}","{0: 34.625, 1: 34.625, 2: 34.625, 3: 34.625, 4: 34.625, 5: 34.625, 6: 34.625, 7: 34.625, 8: 34.625, 9: 34.625, 10: 34.625, 11: 34.625, 12: 34.625, 13: 34.625, 14: 34.625, 15: 34.625, 16: 34.625, 17: 34.625, 18: 34.625, 19: 34.625, 20: 34.625, 21: 34.625, 22: 34.625, 23: 34.625, 24: 34.625, 25: 34.625, 26: 34.625, 27: 34.625, 28: 34.625, 29: 34.625, 30: 34.625, 31: 34.625, 32: 34.625, 33: 34.625, 34: 34.625, 35: 34.625, 36: 34.625, 37: 34.625, 38: 34.625, 39: 34.625, 40: 34.625, 41: 34.625, 42: 34.625, 43: 34.625, 44: 34.625, 45: 34.625, 46: 34.625, 47: 34.625, 48: 34.625, 49: 34.625, 50: 34.625, 51: 34.625, 52: 34.625, 53: 34.625, 54: 34.625, 55: 34.625, 56: 34.625, 57: 34.625, 58: 34.625, 59: 34.625, 60: 34.625, 61: 34.625, 62: 34.625, 63: 34.625}",2025-03-12 19:35:53.041935
629.2,"{0: 10.0, 1: 10.0, 2: 40.0, 3: 44.4, 4: 20.0, 5: 40.0, 6: 10.0, 7: 50.0, 8: 40.0, 9: 9.1, 10: 10.0, 11: 40.0, 12: 0.0, 13: 40.0, 14: 36.4, 15: 20.0, 16: 10.0, 17: 40.0, 18: 40.0, 19: 11.1, 20: 0.0, 21: 0.0, 22: 36.4, 23: 0.0, 24: 20.0, 25: 10.0, 26: 10.0, 27: 44.4, 28: 10.0, 29: 10.0, 30: 27.3, 31: 40.0, 32: 10.0, 33: 36.4, 34: 40.0, 35: 40.0, 36: 10.0, 37: 40.0, 38: 30.0, 39: 40.0, 40: 45.5, 41: 22.2, 42: 30.0, 43: 40.0, 44: 30.0, 45: 40.0, 46: 0.0, 47: 90.0, 48: 90.0, 49: 0.0, 50: 10.0, 51: 10.0, 52: 27.3, 53: 100.0, 54: 0.0, 55: 22.2, 56: 0.0, 57: 27.3, 58: 10.0, 59: 18.2, 60: 11.1, 61: 10.0, 62: 30.0, 63: 10.0}","{0: 33.9375, 1: 33.9375, 2: 33.9375, 3: 33.9375, 4: 33.9375, 5: 33.9375, 6: 33.9375, 7: 33.9375, 8: 33.9375, 9: 33.9375, 10: 33.9375, 11: 33.9375, 12: 33.9375, 13: 33.9375, 14: 33.9375, 15: 33.9375, 16: 33.9375, 17: 33.9375, 18: 33.9375, 19: 33.9375, 20: 33.9375, 21: 33.9375, 22: 33.9375, 23: 33.9375, 24: 33.9375, 25: 33.9375, 26: 33.9375, 27: 33.9375, 28: 33.9375, 29: 33.9375, 30: 33.9375, 31: 33.9375, 32: 33.9375, 33: 33.9375, 34: 33.9375, 35: 33.9375, 36: 33.9375, 37: 33.9375, 38: 33.9375, 39: 33.9375, 40: 33.9375, 41: 33.9375, 42: 33.9375, 43: 33.9375, 44: 33.9375, 45: 33.9375, 46: 33.9375, 47: 33.9375, 48: 33.9375, 49: 33.9375, 50: 33.9375, 51: 33.9375, 52: 33.9375, 53: 33.9375, 54: 33.9375, 55: 33.9375, 56: 33.9375, 57: 33.9375, 58: 33.9375, 59: 33.9375, 60: 33.9375, 61: 33.9375, 62: 33.9375, 63: 33.9375}",2025-03-12 19:35:55.367961
