Process_CPU,Affined_Cores,Affined_Temperatures,Timestamp
1188.5,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 20.0, 4: 20.0, 5: 0.0, 6: 33.3, 7: 0.0, 8: 0.0, 9: 20.0, 10: 30.0, 11: 0.0, 12: 0.0, 13: 100.0, 14: 27.3, 15: 0.0, 16: 90.9, 17: 33.3, 18: 30.0, 19: 27.3, 20: 30.0, 21: 30.0, 22: 30.0, 23: 27.3, 24: 30.0, 25: 30.0, 26: 0.0, 27: 33.3, 28: 36.4, 29: 22.2, 30: 30.0, 31: 30.0, 32: 0.0, 33: 30.0, 34: 20.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 20.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 20.0, 49: 0.0, 50: 22.2, 51: 30.0, 52: 30.0, 53: 30.0, 54: 0.0, 55: 0.0, 56: 10.0, 57: 0.0, 58: 20.0, 59: 33.3, 60: 0.0, 61: 100.0, 62: 0.0, 63: 30.0}","{0: 33.625, 1: 33.625, 2: 33.625, 3: 33.625, 4: 33.625, 5: 33.625, 6: 33.625, 7: 33.625, 8: 33.625, 9: 33.625, 10: 33.625, 11: 33.625, 12: 33.625, 13: 33.625, 14: 33.625, 15: 33.625, 16: 33.625, 17: 33.625, 18: 33.625, 19: 33.625, 20: 33.625, 21: 33.625, 22: 33.625, 23: 33.625, 24: 33.625, 25: 33.625, 26: 33.625, 27: 33.625, 28: 33.625, 29: 33.625, 30: 33.625, 31: 33.625, 32: 33.625, 33: 33.625, 34: 33.625, 35: 33.625, 36: 33.625, 37: 33.625, 38: 33.625, 39: 33.625, 40: 33.625, 41: 33.625, 42: 33.625, 43: 33.625, 44: 33.625, 45: 33.625, 46: 33.625, 47: 33.625, 48: 33.625, 49: 33.625, 50: 33.625, 51: 33.625, 52: 33.625, 53: 33.625, 54: 33.625, 55: 33.625, 56: 33.625, 57: 33.625, 58: 33.625, 59: 33.625, 60: 33.625, 61: 33.625, 62: 33.625, 63: 33.625}",2025-03-12 19:36:51.488751
798.8,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 9.1, 5: 0.0, 6: 10.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 9.1, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 90.9, 18: 11.1, 19: 9.1, 20: 11.1, 21: 40.0, 22: 0.0, 23: 60.0, 24: 10.0, 25: 11.1, 26: 18.2, 27: 10.0, 28: 11.1, 29: 10.0, 30: 11.1, 31: 18.2, 32: 0.0, 33: 10.0, 34: 10.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 100.0, 41: 0.0, 42: 10.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 10.0, 48: 18.2, 49: 10.0, 50: 11.1, 51: 18.2, 52: 10.0, 53: 0.0, 54: 10.0, 55: 9.1, 56: 10.0, 57: 0.0, 58: 11.1, 59: 10.0, 60: 10.0, 61: 0.0, 62: 11.1, 63: 0.0}","{0: 33.25, 1: 33.25, 2: 33.25, 3: 33.25, 4: 33.25, 5: 33.25, 6: 33.25, 7: 33.25, 8: 33.25, 9: 33.25, 10: 33.25, 11: 33.25, 12: 33.25, 13: 33.25, 14: 33.25, 15: 33.25, 16: 33.25, 17: 33.25, 18: 33.25, 19: 33.25, 20: 33.25, 21: 33.25, 22: 33.25, 23: 33.25, 24: 33.25, 25: 33.25, 26: 33.25, 27: 33.25, 28: 33.25, 29: 33.25, 30: 33.25, 31: 33.25, 32: 33.25, 33: 33.25, 34: 33.25, 35: 33.25, 36: 33.25, 37: 33.25, 38: 33.25, 39: 33.25, 40: 33.25, 41: 33.25, 42: 33.25, 43: 33.25, 44: 33.25, 45: 33.25, 46: 33.25, 47: 33.25, 48: 33.25, 49: 33.25, 50: 33.25, 51: 33.25, 52: 33.25, 53: 33.25, 54: 33.25, 55: 33.25, 56: 33.25, 57: 33.25, 58: 33.25, 59: 33.25, 60: 33.25, 61: 33.25, 62: 33.25, 63: 33.25}",2025-03-12 19:36:53.825977
379.6,"{0: 20.0, 1: 22.2, 2: 25.0, 3: 36.4, 4: 40.0, 5: 45.5, 6: 20.0, 7: 40.0, 8: 36.4, 9: 40.0, 10: 22.2, 11: 22.2, 12: 33.3, 13: 40.0, 14: 11.1, 15: 22.2, 16: 0.0, 17: 30.0, 18: 20.0, 19: 0.0, 20: 45.5, 21: 20.0, 22: 30.0, 23: 20.0, 24: 20.0, 25: 30.0, 26: 20.0, 27: 44.4, 28: 22.2, 29: 20.0, 30: 33.3, 31: 20.0, 32: 50.0, 33: 20.0, 34: 20.0, 35: 40.0, 36: 33.3, 37: 40.0, 38: 30.0, 39: 30.0, 40: 30.0, 41: 66.7, 42: 30.0, 43: 30.0, 44: 30.0, 45: 40.0, 46: 30.0, 47: 22.2, 48: 20.0, 49: 90.9, 50: 40.0, 51: 20.0, 52: 40.0, 53: 44.4, 54: 22.2, 55: 100.0, 56: 20.0, 57: 22.2, 58: 20.0, 59: 20.0, 60: 27.3, 61: 40.0, 62: 20.0, 63: 33.3}","{0: 33.75, 1: 33.75, 2: 33.75, 3: 33.75, 4: 33.75, 5: 33.75, 6: 33.75, 7: 33.75, 8: 33.75, 9: 33.75, 10: 33.75, 11: 33.75, 12: 33.75, 13: 33.75, 14: 33.75, 15: 33.75, 16: 33.75, 17: 33.75, 18: 33.75, 19: 33.75, 20: 33.75, 21: 33.75, 22: 33.75, 23: 33.75, 24: 33.75, 25: 33.75, 26: 33.75, 27: 33.75, 28: 33.75, 29: 33.75, 30: 33.75, 31: 33.75, 32: 33.75, 33: 33.75, 34: 33.75, 35: 33.75, 36: 33.75, 37: 33.75, 38: 33.75, 39: 33.75, 40: 33.75, 41: 33.75, 42: 33.75, 43: 33.75, 44: 33.75, 45: 33.75, 46: 33.75, 47: 33.75, 48: 33.75, 49: 33.75, 50: 33.75, 51: 33.75, 52: 33.75, 53: 33.75, 54: 33.75, 55: 33.75, 56: 33.75, 57: 33.75, 58: 33.75, 59: 33.75, 60: 33.75, 61: 33.75, 62: 33.75, 63: 33.75}",2025-03-12 19:36:56.131032
1228.3,"{0: 11.1, 1: 40.0, 2: 40.0, 3: 27.3, 4: 40.0, 5: 40.0, 6: 30.0, 7: 40.0, 8: 36.4, 9: 36.4, 10: 33.3, 11: 40.0, 12: 77.8, 13: 40.0, 14: 40.0, 15: 40.0, 16: 22.2, 17: 100.0, 18: 22.2, 19: 20.0, 20: 18.2, 21: 30.0, 22: 11.1, 23: 10.0, 24: 40.0, 25: 18.2, 26: 20.0, 27: 40.0, 28: 20.0, 29: 11.1, 30: 20.0, 31: 20.0, 32: 40.0, 33: 40.0, 34: 40.0, 35: 33.3, 36: 11.1, 37: 40.0, 38: 40.0, 39: 40.0, 40: 36.4, 41: 44.4, 42: 30.0, 43: 40.0, 44: 30.0, 45: 40.0, 46: 40.0, 47: 40.0, 48: 20.0, 49: 10.0, 50: 20.0, 51: 11.1, 52: 10.0, 53: 30.0, 54: 20.0, 55: 90.0, 56: 20.0, 57: 10.0, 58: 20.0, 59: 18.2, 60: 20.0, 61: 10.0, 62: 11.1, 63: 20.0}","{0: 33.8125, 1: 33.8125, 2: 33.8125, 3: 33.8125, 4: 33.8125, 5: 33.8125, 6: 33.8125, 7: 33.8125, 8: 33.8125, 9: 33.8125, 10: 33.8125, 11: 33.8125, 12: 33.8125, 13: 33.8125, 14: 33.8125, 15: 33.8125, 16: 33.8125, 17: 33.8125, 18: 33.8125, 19: 33.8125, 20: 33.8125, 21: 33.8125, 22: 33.8125, 23: 33.8125, 24: 33.8125, 25: 33.8125, 26: 33.8125, 27: 33.8125, 28: 33.8125, 29: 33.8125, 30: 33.8125, 31: 33.8125, 32: 33.8125, 33: 33.8125, 34: 33.8125, 35: 33.8125, 36: 33.8125, 37: 33.8125, 38: 33.8125, 39: 33.8125, 40: 33.8125, 41: 33.8125, 42: 33.8125, 43: 33.8125, 44: 33.8125, 45: 33.8125, 46: 33.8125, 47: 33.8125, 48: 33.8125, 49: 33.8125, 50: 33.8125, 51: 33.8125, 52: 33.8125, 53: 33.8125, 54: 33.8125, 55: 33.8125, 56: 33.8125, 57: 33.8125, 58: 33.8125, 59: 33.8125, 60: 33.8125, 61: 33.8125, 62: 33.8125, 63: 33.8125}",2025-03-12 19:36:58.446702
489.5,"{0: 10.0, 1: 90.9, 2: 33.3, 3: 33.3, 4: 33.3, 5: 50.0, 6: 20.0, 7: 50.0, 8: 40.0, 9: 40.0, 10: 55.6, 11: 40.0, 12: 45.5, 13: 20.0, 14: 0.0, 15: 40.0, 16: 11.1, 17: 11.1, 18: 10.0, 19: 18.2, 20: 10.0, 21: 10.0, 22: 30.0, 23: 0.0, 24: 40.0, 25: 10.0, 26: 10.0, 27: 40.0, 28: 10.0, 29: 30.0, 30: 10.0, 31: 10.0, 32: 50.0, 33: 36.4, 34: 33.3, 35: 30.0, 36: 44.4, 37: 40.0, 38: 40.0, 39: 40.0, 40: 33.3, 41: 33.3, 42: 40.0, 43: 33.3, 44: 80.0, 45: 33.3, 46: 33.3, 47: 40.0, 48: 40.0, 49: 10.0, 50: 10.0, 51: 10.0, 52: 20.0, 53: 10.0, 54: 10.0, 55: 20.0, 56: 10.0, 57: 11.1, 58: 18.2, 59: 11.1, 60: 11.1, 61: 10.0, 62: 11.1, 63: 100.0}","{0: 34.0, 1: 34.0, 2: 34.0, 3: 34.0, 4: 34.0, 5: 34.0, 6: 34.0, 7: 34.0, 8: 34.0, 9: 34.0, 10: 34.0, 11: 34.0, 12: 34.0, 13: 34.0, 14: 34.0, 15: 34.0, 16: 34.0, 17: 34.0, 18: 34.0, 19: 34.0, 20: 34.0, 21: 34.0, 22: 34.0, 23: 34.0, 24: 34.0, 25: 34.0, 26: 34.0, 27: 34.0, 28: 34.0, 29: 34.0, 30: 34.0, 31: 34.0, 32: 34.0, 33: 34.0, 34: 34.0, 35: 34.0, 36: 34.0, 37: 34.0, 38: 34.0, 39: 34.0, 40: 34.0, 41: 34.0, 42: 34.0, 43: 34.0, 44: 34.0, 45: 34.0, 46: 34.0, 47: 34.0, 48: 34.0, 49: 34.0, 50: 34.0, 51: 34.0, 52: 34.0, 53: 34.0, 54: 34.0, 55: 34.0, 56: 34.0, 57: 34.0, 58: 34.0, 59: 34.0, 60: 34.0, 61: 34.0, 62: 34.0, 63: 34.0}",2025-03-12 19:37:00.757533
839.1,"{0: 0.0, 1: 0.0, 2: 10.0, 3: 0.0, 4: 0.0, 5: 9.1, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 10.0, 11: 0.0, 12: 0.0, 13: 100.0, 14: 0.0, 15: 0.0, 16: 10.0, 17: 10.0, 18: 0.0, 19: 10.0, 20: 10.0, 21: 10.0, 22: 9.1, 23: 100.0, 24: 10.0, 25: 0.0, 26: 9.1, 27: 0.0, 28: 10.0, 29: 10.0, 30: 10.0, 31: 0.0, 32: 90.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 9.1, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 10.0, 49: 11.1, 50: 0.0, 51: 0.0, 52: 0.0, 53: 10.0, 54: 10.0, 55: 9.1, 56: 10.0, 57: 10.0, 58: 10.0, 59: 9.1, 60: 10.0, 61: 10.0, 62: 10.0, 63: 10.0}","{0: 33.875, 1: 33.875, 2: 33.875, 3: 33.875, 4: 33.875, 5: 33.875, 6: 33.875, 7: 33.875, 8: 33.875, 9: 33.875, 10: 33.875, 11: 33.875, 12: 33.875, 13: 33.875, 14: 33.875, 15: 33.875, 16: 33.875, 17: 33.875, 18: 33.875, 19: 33.875, 20: 33.875, 21: 33.875, 22: 33.875, 23: 33.875, 24: 33.875, 25: 33.875, 26: 33.875, 27: 33.875, 28: 33.875, 29: 33.875, 30: 33.875, 31: 33.875, 32: 33.875, 33: 33.875, 34: 33.875, 35: 33.875, 36: 33.875, 37: 33.875, 38: 33.875, 39: 33.875, 40: 33.875, 41: 33.875, 42: 33.875, 43: 33.875, 44: 33.875, 45: 33.875, 46: 33.875, 47: 33.875, 48: 33.875, 49: 33.875, 50: 33.875, 51: 33.875, 52: 33.875, 53: 33.875, 54: 33.875, 55: 33.875, 56: 33.875, 57: 33.875, 58: 33.875, 59: 33.875, 60: 33.875, 61: 33.875, 62: 33.875, 63: 33.875}",2025-03-12 19:37:03.092286
639.4,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 10.0, 6: 20.0, 7: 0.0, 8: 20.0, 9: 0.0, 10: 20.0, 11: 0.0, 12: 0.0, 13: 18.2, 14: 18.2, 15: 0.0, 16: 18.2, 17: 20.0, 18: 0.0, 19: 18.2, 20: 90.9, 21: 20.0, 22: 27.3, 23: 100.0, 24: 20.0, 25: 0.0, 26: 20.0, 27: 20.0, 28: 20.0, 29: 0.0, 30: 0.0, 31: 18.2, 32: 100.0, 33: 0.0, 34: 10.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 9.1, 46: 0.0, 47: 0.0, 48: 20.0, 49: 0.0, 50: 20.0, 51: 20.0, 52: 0.0, 53: 20.0, 54: 27.3, 55: 18.2, 56: 20.0, 57: 18.2, 58: 20.0, 59: 20.0, 60: 20.0, 61: 18.2, 62: 18.2, 63: 20.0}","{0: 33.3125, 1: 33.3125, 2: 33.3125, 3: 33.3125, 4: 33.3125, 5: 33.3125, 6: 33.3125, 7: 33.3125, 8: 33.3125, 9: 33.3125, 10: 33.3125, 11: 33.3125, 12: 33.3125, 13: 33.3125, 14: 33.3125, 15: 33.3125, 16: 33.3125, 17: 33.3125, 18: 33.3125, 19: 33.3125, 20: 33.3125, 21: 33.3125, 22: 33.3125, 23: 33.3125, 24: 33.3125, 25: 33.3125, 26: 33.3125, 27: 33.3125, 28: 33.3125, 29: 33.3125, 30: 33.3125, 31: 33.3125, 32: 33.3125, 33: 33.3125, 34: 33.3125, 35: 33.3125, 36: 33.3125, 37: 33.3125, 38: 33.3125, 39: 33.3125, 40: 33.3125, 41: 33.3125, 42: 33.3125, 43: 33.3125, 44: 33.3125, 45: 33.3125, 46: 33.3125, 47: 33.3125, 48: 33.3125, 49: 33.3125, 50: 33.3125, 51: 33.3125, 52: 33.3125, 53: 33.3125, 54: 33.3125, 55: 33.3125, 56: 33.3125, 57: 33.3125, 58: 33.3125, 59: 33.3125, 60: 33.3125, 61: 33.3125, 62: 33.3125, 63: 33.3125}",2025-03-12 19:37:05.427324
889.0,"{0: 9.1, 1: 18.2, 2: 0.0, 3: 0.0, 4: 0.0, 5: 11.1, 6: 0.0, 7: 100.0, 8: 18.2, 9: 0.0, 10: 0.0, 11: 11.1, 12: 0.0, 13: 18.2, 14: 0.0, 15: 0.0, 16: 0.0, 17: 18.2, 18: 0.0, 19: 10.0, 20: 18.2, 21: 18.2, 22: 20.0, 23: 20.0, 24: 80.0, 25: 20.0, 26: 0.0, 27: 18.2, 28: 18.2, 29: 10.0, 30: 18.2, 31: 10.0, 32: 0.0, 33: 0.0, 34: 20.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 20.0, 48: 10.0, 49: 18.2, 50: 11.1, 51: 20.0, 52: 0.0, 53: 18.2, 54: 9.1, 55: 18.2, 56: 20.0, 57: 27.3, 58: 18.2, 59: 11.1, 60: 11.1, 61: 18.2, 62: 0.0, 63: 100.0}","{0: 33.4375, 1: 33.4375, 2: 33.4375, 3: 33.4375, 4: 33.4375, 5: 33.4375, 6: 33.4375, 7: 33.4375, 8: 33.4375, 9: 33.4375, 10: 33.4375, 11: 33.4375, 12: 33.4375, 13: 33.4375, 14: 33.4375, 15: 33.4375, 16: 33.4375, 17: 33.4375, 18: 33.4375, 19: 33.4375, 20: 33.4375, 21: 33.4375, 22: 33.4375, 23: 33.4375, 24: 33.4375, 25: 33.4375, 26: 33.4375, 27: 33.4375, 28: 33.4375, 29: 33.4375, 30: 33.4375, 31: 33.4375, 32: 33.4375, 33: 33.4375, 34: 33.4375, 35: 33.4375, 36: 33.4375, 37: 33.4375, 38: 33.4375, 39: 33.4375, 40: 33.4375, 41: 33.4375, 42: 33.4375, 43: 33.4375, 44: 33.4375, 45: 33.4375, 46: 33.4375, 47: 33.4375, 48: 33.4375, 49: 33.4375, 50: 33.4375, 51: 33.4375, 52: 33.4375, 53: 33.4375, 54: 33.4375, 55: 33.4375, 56: 33.4375, 57: 33.4375, 58: 33.4375, 59: 33.4375, 60: 33.4375, 61: 33.4375, 62: 33.4375, 63: 33.4375}",2025-03-12 19:37:07.741911
739.2,"{0: 40.0, 1: 27.3, 2: 27.3, 3: 20.0, 4: 27.3, 5: 40.0, 6: 20.0, 7: 20.0, 8: 40.0, 9: 20.0, 10: 40.0, 11: 20.0, 12: 20.0, 13: 20.0, 14: 81.8, 15: 27.3, 16: 44.4, 17: 44.4, 18: 30.0, 19: 20.0, 20: 50.0, 21: 33.3, 22: 50.0, 23: 50.0, 24: 20.0, 25: 22.2, 26: 20.0, 27: 50.0, 28: 50.0, 29: 33.3, 30: 20.0, 31: 40.0, 32: 22.2, 33: 50.0, 34: 27.3, 35: 40.0, 36: 20.0, 37: 27.3, 38: 50.0, 39: 20.0, 40: 20.0, 41: 27.3, 42: 27.3, 43: 50.0, 44: 40.0, 45: 20.0, 46: 27.3, 47: 30.0, 48: 44.4, 49: 50.0, 50: 50.0, 51: 20.0, 52: 50.0, 53: 44.4, 54: 45.5, 55: 45.5, 56: 100.0, 57: 40.0, 58: 27.3, 59: 50.0, 60: 45.5, 61: 44.4, 62: 45.5, 63: 100.0}","{0: 33.75, 1: 33.75, 2: 33.75, 3: 33.75, 4: 33.75, 5: 33.75, 6: 33.75, 7: 33.75, 8: 33.75, 9: 33.75, 10: 33.75, 11: 33.75, 12: 33.75, 13: 33.75, 14: 33.75, 15: 33.75, 16: 33.75, 17: 33.75, 18: 33.75, 19: 33.75, 20: 33.75, 21: 33.75, 22: 33.75, 23: 33.75, 24: 33.75, 25: 33.75, 26: 33.75, 27: 33.75, 28: 33.75, 29: 33.75, 30: 33.75, 31: 33.75, 32: 33.75, 33: 33.75, 34: 33.75, 35: 33.75, 36: 33.75, 37: 33.75, 38: 33.75, 39: 33.75, 40: 33.75, 41: 33.75, 42: 33.75, 43: 33.75, 44: 33.75, 45: 33.75, 46: 33.75, 47: 33.75, 48: 33.75, 49: 33.75, 50: 33.75, 51: 33.75, 52: 33.75, 53: 33.75, 54: 33.75, 55: 33.75, 56: 33.75, 57: 33.75, 58: 33.75, 59: 33.75, 60: 33.75, 61: 33.75, 62: 33.75, 63: 33.75}",2025-03-12 19:37:10.075106
679.2,"{0: 20.0, 1: 0.0, 2: 18.2, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 27.3, 12: 0.0, 13: 18.2, 14: 0.0, 15: 10.0, 16: 0.0, 17: 20.0, 18: 0.0, 19: 20.0, 20: 11.1, 21: 0.0, 22: 0.0, 23: 20.0, 24: 10.0, 25: 20.0, 26: 20.0, 27: 0.0, 28: 0.0, 29: 20.0, 30: 20.0, 31: 0.0, 32: 0.0, 33: 20.0, 34: 0.0, 35: 18.2, 36: 0.0, 37: 88.9, 38: 20.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 20.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 100.0, 48: 20.0, 49: 20.0, 50: 18.2, 51: 18.2, 52: 100.0, 53: 20.0, 54: 20.0, 55: 20.0, 56: 20.0, 57: 20.0, 58: 0.0, 59: 18.2, 60: 11.1, 61: 20.0, 62: 20.0, 63: 20.0}","{0: 34.3125, 1: 34.3125, 2: 34.3125, 3: 34.3125, 4: 34.3125, 5: 34.3125, 6: 34.3125, 7: 34.3125, 8: 34.3125, 9: 34.3125, 10: 34.3125, 11: 34.3125, 12: 34.3125, 13: 34.3125, 14: 34.3125, 15: 34.3125, 16: 34.3125, 17: 34.3125, 18: 34.3125, 19: 34.3125, 20: 34.3125, 21: 34.3125, 22: 34.3125, 23: 34.3125, 24: 34.3125, 25: 34.3125, 26: 34.3125, 27: 34.3125, 28: 34.3125, 29: 34.3125, 30: 34.3125, 31: 34.3125, 32: 34.3125, 33: 34.3125, 34: 34.3125, 35: 34.3125, 36: 34.3125, 37: 34.3125, 38: 34.3125, 39: 34.3125, 40: 34.3125, 41: 34.3125, 42: 34.3125, 43: 34.3125, 44: 34.3125, 45: 34.3125, 46: 34.3125, 47: 34.3125, 48: 34.3125, 49: 34.3125, 50: 34.3125, 51: 34.3125, 52: 34.3125, 53: 34.3125, 54: 34.3125, 55: 34.3125, 56: 34.3125, 57: 34.3125, 58: 34.3125, 59: 34.3125, 60: 34.3125, 61: 34.3125, 62: 34.3125, 63: 34.3125}",2025-03-12 19:37:12.414391
869.1,"{0: 0.0, 1: 90.0, 2: 0.0, 3: 0.0, 4: 100.0, 5: 0.0, 6: 10.0, 7: 0.0, 8: 0.0, 9: 10.0, 10: 0.0, 11: 0.0, 12: 10.0, 13: 0.0, 14: 10.0, 15: 0.0, 16: 0.0, 17: 20.0, 18: 11.1, 19: 0.0, 20: 10.0, 21: 9.1, 22: 18.2, 23: 11.1, 24: 10.0, 25: 10.0, 26: 11.1, 27: 18.2, 28: 0.0, 29: 0.0, 30: 10.0, 31: 0.0, 32: 0.0, 33: 0.0, 34: 11.1, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 10.0, 41: 0.0, 42: 0.0, 43: 10.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 11.1, 49: 18.2, 50: 11.1, 51: 10.0, 52: 11.1, 53: 80.0, 54: 10.0, 55: 18.2, 56: 10.0, 57: 11.1, 58: 0.0, 59: 10.0, 60: 10.0, 61: 11.1, 62: 0.0, 63: 11.1}","{0: 33.9375, 1: 33.9375, 2: 33.9375, 3: 33.9375, 4: 33.9375, 5: 33.9375, 6: 33.9375, 7: 33.9375, 8: 33.9375, 9: 33.9375, 10: 33.9375, 11: 33.9375, 12: 33.9375, 13: 33.9375, 14: 33.9375, 15: 33.9375, 16: 33.9375, 17: 33.9375, 18: 33.9375, 19: 33.9375, 20: 33.9375, 21: 33.9375, 22: 33.9375, 23: 33.9375, 24: 33.9375, 25: 33.9375, 26: 33.9375, 27: 33.9375, 28: 33.9375, 29: 33.9375, 30: 33.9375, 31: 33.9375, 32: 33.9375, 33: 33.9375, 34: 33.9375, 35: 33.9375, 36: 33.9375, 37: 33.9375, 38: 33.9375, 39: 33.9375, 40: 33.9375, 41: 33.9375, 42: 33.9375, 43: 33.9375, 44: 33.9375, 45: 33.9375, 46: 33.9375, 47: 33.9375, 48: 33.9375, 49: 33.9375, 50: 33.9375, 51: 33.9375, 52: 33.9375, 53: 33.9375, 54: 33.9375, 55: 33.9375, 56: 33.9375, 57: 33.9375, 58: 33.9375, 59: 33.9375, 60: 33.9375, 61: 33.9375, 62: 33.9375, 63: 33.9375}",2025-03-12 19:37:14.725409
629.2,"{0: 9.1, 1: 10.0, 2: 0.0, 3: 10.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 9.1, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 100.0, 13: 10.0, 14: 10.0, 15: 0.0, 16: 20.0, 17: 0.0, 18: 0.0, 19: 10.0, 20: 0.0, 21: 10.0, 22: 10.0, 23: 10.0, 24: 10.0, 25: 90.9, 26: 0.0, 27: 0.0, 28: 10.0, 29: 0.0, 30: 0.0, 31: 10.0, 32: 0.0, 33: 0.0, 34: 10.0, 35: 0.0, 36: 100.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 10.0, 41: 0.0, 42: 0.0, 43: 10.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 11.1, 49: 10.0, 50: 10.0, 51: 0.0, 52: 10.0, 53: 0.0, 54: 0.0, 55: 0.0, 56: 10.0, 57: 10.0, 58: 10.0, 59: 10.0, 60: 10.0, 61: 10.0, 62: 10.0, 63: 10.0}","{0: 33.875, 1: 33.875, 2: 33.875, 3: 33.875, 4: 33.875, 5: 33.875, 6: 33.875, 7: 33.875, 8: 33.875, 9: 33.875, 10: 33.875, 11: 33.875, 12: 33.875, 13: 33.875, 14: 33.875, 15: 33.875, 16: 33.875, 17: 33.875, 18: 33.875, 19: 33.875, 20: 33.875, 21: 33.875, 22: 33.875, 23: 33.875, 24: 33.875, 25: 33.875, 26: 33.875, 27: 33.875, 28: 33.875, 29: 33.875, 30: 33.875, 31: 33.875, 32: 33.875, 33: 33.875, 34: 33.875, 35: 33.875, 36: 33.875, 37: 33.875, 38: 33.875, 39: 33.875, 40: 33.875, 41: 33.875, 42: 33.875, 43: 33.875, 44: 33.875, 45: 33.875, 46: 33.875, 47: 33.875, 48: 33.875, 49: 33.875, 50: 33.875, 51: 33.875, 52: 33.875, 53: 33.875, 54: 33.875, 55: 33.875, 56: 33.875, 57: 33.875, 58: 33.875, 59: 33.875, 60: 33.875, 61: 33.875, 62: 33.875, 63: 33.875}",2025-03-12 19:37:17.065675
649.2,"{0: 20.0, 1: 10.0, 2: 10.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 10.0, 8: 10.0, 9: 10.0, 10: 0.0, 11: 0.0, 12: 80.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 9.1, 17: 0.0, 18: 0.0, 19: 10.0, 20: 0.0, 21: 18.2, 22: 0.0, 23: 0.0, 24: 0.0, 25: 100.0, 26: 10.0, 27: 10.0, 28: 18.2, 29: 0.0, 30: 18.2, 31: 9.1, 32: 0.0, 33: 10.0, 34: 0.0, 35: 10.0, 36: 0.0, 37: 100.0, 38: 0.0, 39: 10.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 18.2, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 10.0, 49: 0.0, 50: 9.1, 51: 0.0, 52: 0.0, 53: 0.0, 54: 9.1, 55: 0.0, 56: 10.0, 57: 10.0, 58: 10.0, 59: 0.0, 60: 0.0, 61: 9.1, 62: 10.0, 63: 9.1}","{0: 34.5, 1: 34.5, 2: 34.5, 3: 34.5, 4: 34.5, 5: 34.5, 6: 34.5, 7: 34.5, 8: 34.5, 9: 34.5, 10: 34.5, 11: 34.5, 12: 34.5, 13: 34.5, 14: 34.5, 15: 34.5, 16: 34.5, 17: 34.5, 18: 34.5, 19: 34.5, 20: 34.5, 21: 34.5, 22: 34.5, 23: 34.5, 24: 34.5, 25: 34.5, 26: 34.5, 27: 34.5, 28: 34.5, 29: 34.5, 30: 34.5, 31: 34.5, 32: 34.5, 33: 34.5, 34: 34.5, 35: 34.5, 36: 34.5, 37: 34.5, 38: 34.5, 39: 34.5, 40: 34.5, 41: 34.5, 42: 34.5, 43: 34.5, 44: 34.5, 45: 34.5, 46: 34.5, 47: 34.5, 48: 34.5, 49: 34.5, 50: 34.5, 51: 34.5, 52: 34.5, 53: 34.5, 54: 34.5, 55: 34.5, 56: 34.5, 57: 34.5, 58: 34.5, 59: 34.5, 60: 34.5, 61: 34.5, 62: 34.5, 63: 34.5}",2025-03-12 19:37:19.381993
