pid,process_name,used_gpu_memory
35774,python3,1932
35774,python3,2340
35774,python3,2926
35774,python3,2926
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3218
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3222
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,3224
35774,python3,48152
35774,python3,48152
