CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
0.0,"svmem(total=540894633984, available=514442067968, percent=4.9, used=22912147456, free=368960684032, active=57701679104, inactive=103305109504, buffers=2552487936, cached=146469314560, shared=39157760, slab=7684575232)","sdiskusage(total=938517508096, used=394182561792, free=496585416704, percent=44.3)",-1,2025-03-12 20:31:32.759931
99.7,"svmem(total=540894633984, available=514139037696, percent=4.9, used=23215185920, free=368657612800, active=58004893696, inactive=103305142272, buffers=2552487936, cached=146469347328, shared=39157760, slab=7685292032)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 20:31:35.069559
99.5,"svmem(total=540894633984, available=513402294272, percent=5.1, used=23951925248, free=367920791552, active=58710941696, inactive=103305175040, buffers=2552487936, cached=146469429248, shared=39157760, slab=7686676480)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:37.389878
100.8,"svmem(total=540894633984, available=513012817920, percent=5.2, used=24341381120, free=367531311104, active=59099475968, inactive=103305183232, buffers=2552500224, cached=146469441536, shared=39161856, slab=7686184960)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:39.702561
99.5,"svmem(total=540894633984, available=512708632576, percent=5.2, used=24645562368, free=367227076608, active=59403280384, inactive=103305211904, buffers=2552500224, cached=146469494784, shared=39161856, slab=7687094272)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:42.011231
95.3,"svmem(total=540894633984, available=510702129152, percent=5.6, used=26639474688, free=365220564992, active=61309399040, inactive=103317803008, buffers=2552500224, cached=146482094080, shared=51744768, slab=7692673024)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:44.318246
99.5,"svmem(total=540894633984, available=510440960000, percent=5.6, used=26898280448, free=364959346688, active=61562261504, inactive=103320215552, buffers=2552508416, cached=146484498432, shared=54108160, slab=7694032896)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:46.640919
99.6,"svmem(total=540894633984, available=509125668864, percent=5.9, used=28211482624, free=363644219392, active=62872899584, inactive=103322345472, buffers=2552508416, cached=146486423552, shared=56205312, slab=7694458880)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:48.979565
204.2,"svmem(total=540894633984, available=509090279424, percent=5.9, used=28246896640, free=363608702976, active=62906490880, inactive=103322386432, buffers=2552520704, cached=146486513664, shared=56205312, slab=7694454784)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:51.326047
321.9,"svmem(total=540894633984, available=507154788352, percent=6.2, used=30182383616, free=361673191424, active=64839491584, inactive=103322402816, buffers=2552520704, cached=146486538240, shared=56205312, slab=7695699968)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:53.645143
815.2,"svmem(total=540894633984, available=507103764480, percent=6.2, used=30233444352, free=361622110208, active=64899203072, inactive=103322460160, buffers=2552524800, cached=146486554624, shared=56205312, slab=7696977920)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:55.960287
804.5,"svmem(total=540894633984, available=507115798528, percent=6.2, used=30221410304, free=361634095104, active=64887963648, inactive=103322509312, buffers=2552524800, cached=146486603776, shared=56205312, slab=7697125376)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:31:58.300003
752.4,"svmem(total=540894633984, available=507113816064, percent=6.2, used=30223380480, free=361632108544, active=64887296000, inactive=103322509312, buffers=2552524800, cached=146486620160, shared=56205312, slab=7696646144)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:00.644388
858.0,"svmem(total=540894633984, available=507099426816, percent=6.2, used=30237777920, free=361617694720, active=64899518464, inactive=103322533888, buffers=2552524800, cached=146486636544, shared=56205312, slab=7697530880)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:03.017813
703.6,"svmem(total=540894633984, available=507110768640, percent=6.2, used=30226419712, free=361629036544, active=64887525376, inactive=103322533888, buffers=2552524800, cached=146486652928, shared=56205312, slab=7696728064)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:05.353413
756.8,"svmem(total=540894633984, available=507096805376, percent=6.2, used=30240366592, free=361615036416, active=64899309568, inactive=103322537984, buffers=2552524800, cached=146486706176, shared=56205312, slab=7697956864)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:07.668004
556.3,"svmem(total=540894633984, available=507109642240, percent=6.2, used=30227521536, free=361627832320, active=64887566336, inactive=103322578944, buffers=2552524800, cached=146486755328, shared=56205312, slab=7696564224)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:09.999370
697.3,"svmem(total=540894633984, available=507101065216, percent=6.2, used=30236049408, free=361619255296, active=64890748928, inactive=103322578944, buffers=2552524800, cached=146486804480, shared=56205312, slab=7696924672)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:12.308940
811.9,"svmem(total=540894633984, available=507086565376, percent=6.3, used=30250565632, free=361604722688, active=64904302592, inactive=103322611712, buffers=2552524800, cached=146486820864, shared=56205312, slab=7697006592)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:32:14.630768
