pid,process_name,used_gpu_memory
16323,python3,1920
16323,python3,2340
16323,python3,2926
16323,python3,3174
16323,python3,3214
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
16323,python3,3216
