timestamp,index,timestamp,name,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,power.draw,fan.speed,pstate,clocks.current.graphics,clocks.current.memory
2025-03-12 10:51:15.077377,1,2025/03/12 10:51:15.067,Quadro RTX 8000,40,0,0,49152,3,48589,27.56,33,P8,300,405
2025-03-12 10:51:17.426481,1,2025/03/12 10:51:17.419,Quadro RTX 8000,40,0,0,49152,3,48589,27.52,33,P8,300,405
2025-03-12 10:51:19.763964,1,2025/03/12 10:51:19.753,Quadro RTX 8000,40,0,0,49152,3,48589,27.62,33,P8,300,405
2025-03-12 10:51:22.270380,1,2025/03/12 10:51:22.263,Quadro RTX 8000,39,0,0,49152,3,48589,27.83,33,P8,300,405
2025-03-12 10:51:24.604552,1,2025/03/12 10:51:24.597,Quadro RTX 8000,39,0,0,49152,3,48589,27.31,33,P8,300,405
2025-03-12 10:51:27.130916,1,2025/03/12 10:51:27.121,Quadro RTX 8000,39,0,0,49152,3,48589,26.97,33,P8,300,405
2025-03-12 10:51:29.493983,1,2025/03/12 10:51:29.486,Quadro RTX 8000,39,0,0,49152,3,48589,27.52,34,P8,300,405
2025-03-12 10:51:31.842157,1,2025/03/12 10:51:31.834,Quadro RTX 8000,39,0,0,49152,3,48589,27.29,33,P8,300,405
2025-03-12 10:51:34.192586,1,2025/03/12 10:51:34.185,Quadro RTX 8000,39,0,0,49152,3,48589,27.14,33,P8,300,405
2025-03-12 10:51:36.519387,1,2025/03/12 10:51:36.512,Quadro RTX 8000,38,0,0,49152,3,48589,27.05,33,P8,300,405
2025-03-12 10:51:38.849236,1,2025/03/12 10:51:38.841,Quadro RTX 8000,41,2,2,49152,1903,46689,68.22,33,P2,1395,6500
2025-03-12 10:51:41.223130,1,2025/03/12 10:51:41.217,Quadro RTX 8000,57,100,86,49152,2343,46249,259.75,33,P2,1845,6500
2025-03-12 10:51:43.550354,1,2025/03/12 10:51:43.544,Quadro RTX 8000,53,14,4,49152,2929,45663,133.60,33,P2,1935,6500
2025-03-12 10:51:45.879137,1,2025/03/12 10:51:45.869,Quadro RTX 8000,48,4,2,49152,3175,45417,71.79,34,P2,1395,6500
2025-03-12 10:51:48.209590,1,2025/03/12 10:51:48.198,Quadro RTX 8000,63,89,72,49152,3217,45375,252.60,33,P2,1920,6500
2025-03-12 10:51:50.580931,1,2025/03/12 10:51:50.570,Quadro RTX 8000,68,82,65,49152,3219,45373,264.17,34,P2,1830,6500
2025-03-12 10:51:52.943768,1,2025/03/12 10:51:52.937,Quadro RTX 8000,72,81,65,49152,3219,45373,244.65,36,P2,1875,6500
2025-03-12 10:51:55.292929,1,2025/03/12 10:51:55.281,Quadro RTX 8000,75,85,68,49152,3219,45373,259.45,39,P2,1845,6500
2025-03-12 10:51:57.668014,1,2025/03/12 10:51:57.661,Quadro RTX 8000,73,51,44,49152,3219,45373,150.60,44,P2,1875,6500
2025-03-12 10:52:00.009599,1,2025/03/12 10:51:59.999,Quadro RTX 8000,78,85,67,49152,3219,45373,261.94,48,P2,1770,6500
2025-03-12 10:52:02.590774,1,2025/03/12 10:52:02.584,Quadro RTX 8000,78,89,71,49152,3219,45373,222.63,51,P2,1860,6500
2025-03-12 10:52:04.918381,1,2025/03/12 10:52:04.911,Quadro RTX 8000,78,51,40,49152,3219,45373,259.65,54,P2,1860,6500
2025-03-12 10:52:07.266601,1,2025/03/12 10:52:07.253,Quadro RTX 8000,81,79,63,49152,3219,45373,256.93,55,P2,1755,6500
2025-03-12 10:52:09.680877,1,2025/03/12 10:52:09.673,Quadro RTX 8000,81,83,65,49152,3219,45373,263.79,58,P2,1755,6500
2025-03-12 10:52:12.023736,1,2025/03/12 10:52:12.015,Quadro RTX 8000,81,46,36,49152,3219,45373,124.70,59,P2,1860,6500
2025-03-12 10:52:14.365873,1,2025/03/12 10:52:14.358,Quadro RTX 8000,83,93,73,49152,3219,45373,252.27,60,P2,1740,6500
2025-03-12 10:52:16.696194,1,2025/03/12 10:52:16.689,Quadro RTX 8000,83,17,15,49152,3219,45373,224.69,61,P2,1875,6500
2025-03-12 10:52:19.037974,1,2025/03/12 10:52:19.023,Quadro RTX 8000,84,86,67,49152,3219,45373,261.97,61,P2,1740,6500
2025-03-12 10:52:21.368917,1,2025/03/12 10:52:21.359,Quadro RTX 8000,84,84,66,49152,3219,45373,263.10,63,P2,1770,6500
2025-03-12 10:52:23.697928,1,2025/03/12 10:52:23.691,Quadro RTX 8000,83,84,66,49152,3219,45373,246.14,63,P2,1830,6500
2025-03-12 10:52:26.026827,1,2025/03/12 10:52:26.020,Quadro RTX 8000,85,84,66,49152,3219,45373,246.26,64,P2,1755,6500
2025-03-12 10:52:28.368580,1,2025/03/12 10:52:28.355,Quadro RTX 8000,85,66,57,49152,3219,45373,257.94,64,P2,1815,6500
2025-03-12 10:52:30.730869,1,2025/03/12 10:52:30.722,Quadro RTX 8000,85,83,65,49152,3219,45373,257.98,64,P2,1710,6500
2025-03-12 10:52:33.090337,1,2025/03/12 10:52:33.075,Quadro RTX 8000,85,90,71,49152,3219,45373,254.09,65,P2,1785,6500
2025-03-12 10:52:35.428464,1,2025/03/12 10:52:35.415,Quadro RTX 8000,85,88,69,49152,3219,45373,249.39,65,P2,1770,6500
2025-03-12 10:52:37.805341,1,2025/03/12 10:52:37.795,Quadro RTX 8000,86,87,68,49152,3219,45373,252.96,65,P2,1770,6500
2025-03-12 10:52:40.335903,1,2025/03/12 10:52:40.258,Quadro RTX 8000,85,68,58,49152,3219,45373,242.55,66,P2,1755,6500
2025-03-12 10:52:42.746096,1,2025/03/12 10:52:42.739,Quadro RTX 8000,85,85,67,49152,3219,45373,258.40,66,P2,1725,6500
2025-03-12 10:52:45.086558,1,2025/03/12 10:52:45.073,Quadro RTX 8000,86,84,66,49152,3219,45373,266.22,66,P2,1725,6500
2025-03-12 10:52:47.434794,1,2025/03/12 10:52:47.421,Quadro RTX 8000,86,85,67,49152,3219,45373,247.49,66,P2,1725,6500
2025-03-12 10:52:49.862055,1,2025/03/12 10:52:49.842,Quadro RTX 8000,86,82,64,49152,3219,45373,264.89,66,P2,1770,6500
2025-03-12 10:52:52.187327,1,2025/03/12 10:52:52.179,Quadro RTX 8000,84,78,62,49152,3219,45373,242.20,66,P2,1770,6500
2025-03-12 10:52:54.546748,1,2025/03/12 10:52:54.538,Quadro RTX 8000,86,76,59,49152,3219,45373,241.73,67,P2,1770,6500
2025-03-12 10:52:56.883670,1,2025/03/12 10:52:56.874,Quadro RTX 8000,86,83,65,49152,3219,45373,236.78,66,P2,1725,6500
2025-03-12 10:52:59.271046,1,2025/03/12 10:52:59.263,Quadro RTX 8000,85,88,68,49152,3219,45373,236.15,66,P2,1665,6500
2025-03-12 10:53:01.622253,1,2025/03/12 10:53:01.616,Quadro RTX 8000,86,88,68,49152,3219,45373,253.60,66,P2,1725,6500
2025-03-12 10:53:03.956460,1,2025/03/12 10:53:03.949,Quadro RTX 8000,85,83,65,49152,3219,45373,256.77,67,P2,1755,6500
2025-03-12 10:53:06.291185,1,2025/03/12 10:53:06.284,Quadro RTX 8000,86,82,63,49152,3219,45373,258.87,67,P2,1680,6500
2025-03-12 10:53:08.628179,1,2025/03/12 10:53:08.621,Quadro RTX 8000,85,77,61,49152,3219,45373,229.96,67,P2,1800,6500
2025-03-12 10:53:11.296922,1,2025/03/12 10:53:11.290,Quadro RTX 8000,84,38,33,49152,3219,45373,231.00,67,P2,1770,6500
2025-03-12 10:53:13.627462,1,2025/03/12 10:53:13.620,Quadro RTX 8000,86,85,66,49152,3219,45373,255.23,67,P2,1725,6500
2025-03-12 10:53:15.953925,1,2025/03/12 10:53:15.947,Quadro RTX 8000,85,84,66,49152,3219,45373,247.85,67,P2,1785,6500
2025-03-12 10:53:18.283577,1,2025/03/12 10:53:18.277,Quadro RTX 8000,86,83,64,49152,3219,45373,213.70,67,P2,1725,6500
2025-03-12 10:53:20.660662,1,2025/03/12 10:53:20.631,Quadro RTX 8000,85,83,64,49152,3219,45373,218.66,67,P2,1755,6500
2025-03-12 10:53:23.004632,1,2025/03/12 10:53:22.996,Quadro RTX 8000,84,20,17,49152,3219,45373,199.05,67,P2,1770,6500
2025-03-12 10:53:25.347525,1,2025/03/12 10:53:25.338,Quadro RTX 8000,85,90,70,49152,3219,45373,249.46,67,P2,1680,6500
2025-03-12 10:53:27.703890,1,2025/03/12 10:53:27.695,Quadro RTX 8000,86,89,69,49152,3219,45373,263.92,67,P2,1725,6500
2025-03-12 10:53:30.066307,1,2025/03/12 10:53:30.057,Quadro RTX 8000,85,78,61,49152,3219,45373,246.15,67,P2,1755,6500
2025-03-12 10:53:32.408092,1,2025/03/12 10:53:32.398,Quadro RTX 8000,86,81,63,49152,3219,45373,250.00,67,P2,1695,6500
2025-03-12 10:53:34.742324,1,2025/03/12 10:53:34.735,Quadro RTX 8000,85,68,58,49152,3219,45373,234.48,67,P2,1770,6500
2025-03-12 10:53:37.116615,1,2025/03/12 10:53:37.098,Quadro RTX 8000,85,89,69,49152,3219,45373,249.38,67,P2,1665,6500
2025-03-12 10:53:39.716354,1,2025/03/12 10:53:39.705,Quadro RTX 8000,85,80,63,49152,3219,45373,250.81,67,P2,1755,6500
2025-03-12 10:53:42.040423,1,2025/03/12 10:53:42.033,Quadro RTX 8000,84,81,63,49152,3219,45373,233.51,67,P2,1830,6500
2025-03-12 10:53:44.385978,1,2025/03/12 10:53:44.374,Quadro RTX 8000,85,83,64,49152,3219,45373,243.50,67,P2,1725,6500
2025-03-12 10:53:46.716143,1,2025/03/12 10:53:46.710,Quadro RTX 8000,85,33,27,49152,3219,45373,223.57,68,P2,1770,6500
2025-03-12 10:53:49.080142,1,2025/03/12 10:53:49.071,Quadro RTX 8000,86,94,73,49152,3219,45373,243.25,67,P2,1680,6500
2025-03-12 10:53:51.419647,1,2025/03/12 10:53:51.413,Quadro RTX 8000,86,83,65,49152,3219,45373,272.15,67,P2,1725,6500
2025-03-12 10:53:53.756779,1,2025/03/12 10:53:53.748,Quadro RTX 8000,84,82,63,49152,3219,45373,211.39,68,P2,1770,6500
2025-03-12 10:53:56.079503,1,2025/03/12 10:53:56.072,Quadro RTX 8000,85,81,62,49152,3219,45373,246.59,68,P2,1710,6500
2025-03-12 10:53:58.407836,1,2025/03/12 10:53:58.398,Quadro RTX 8000,85,33,27,49152,3219,45373,250.60,67,P2,1740,6500
2025-03-12 10:54:00.774683,1,2025/03/12 10:54:00.765,Quadro RTX 8000,86,86,67,49152,3219,45373,258.65,67,P2,1680,6500
2025-03-12 10:54:03.119599,1,2025/03/12 10:54:03.107,Quadro RTX 8000,86,89,70,49152,3219,45373,242.80,67,P2,1725,6500
2025-03-12 10:54:05.473199,1,2025/03/12 10:54:05.463,Quadro RTX 8000,85,87,68,49152,3219,45373,258.06,68,P2,1740,6500
2025-03-12 10:54:07.855828,1,2025/03/12 10:54:07.848,Quadro RTX 8000,86,90,70,49152,3219,45373,234.30,67,P2,1725,6500
2025-03-12 10:54:10.199812,1,2025/03/12 10:54:10.193,Quadro RTX 8000,85,58,47,49152,3219,45373,246.95,68,P2,1800,6500
2025-03-12 10:54:12.548746,1,2025/03/12 10:54:12.541,Quadro RTX 8000,86,82,64,49152,3219,45373,258.32,67,P2,1710,6500
2025-03-12 10:54:14.882255,1,2025/03/12 10:54:14.875,Quadro RTX 8000,86,80,63,49152,3219,45373,255.72,68,P2,1680,6500
2025-03-12 10:54:17.399113,1,2025/03/12 10:54:17.330,Quadro RTX 8000,85,32,28,49152,3219,45373,229.36,68,P2,1770,6500
2025-03-12 10:54:19.822743,1,2025/03/12 10:54:19.809,Quadro RTX 8000,86,80,62,49152,3219,45373,222.11,68,P2,1740,6500
2025-03-12 10:54:22.149211,1,2025/03/12 10:54:22.140,Quadro RTX 8000,86,75,58,49152,3219,45373,251.77,67,P2,1710,6500
2025-03-12 10:54:24.495991,1,2025/03/12 10:54:24.489,Quadro RTX 8000,86,91,70,49152,3219,45373,234.62,68,P2,1755,6500
2025-03-12 10:54:26.825058,1,2025/03/12 10:54:26.818,Quadro RTX 8000,86,84,65,49152,3219,45373,247.14,68,P2,1740,6500
2025-03-12 10:54:29.202988,1,2025/03/12 10:54:29.194,Quadro RTX 8000,83,57,48,49152,3219,45373,195.07,68,P2,1830,6500
2025-03-12 10:54:31.541537,1,2025/03/12 10:54:31.533,Quadro RTX 8000,86,82,64,49152,3219,45373,247.27,68,P2,1650,6500
2025-03-12 10:54:33.873265,1,2025/03/12 10:54:33.864,Quadro RTX 8000,86,85,67,49152,3219,45373,254.91,68,P2,1755,6500
2025-03-12 10:54:36.217337,1,2025/03/12 10:54:36.209,Quadro RTX 8000,86,90,71,49152,3219,45373,246.47,68,P2,1695,6500
2025-03-12 10:54:38.546047,1,2025/03/12 10:54:38.538,Quadro RTX 8000,86,88,68,49152,3219,45373,250.06,68,P2,1755,6500
2025-03-12 10:54:40.895978,1,2025/03/12 10:54:40.888,Quadro RTX 8000,84,64,54,49152,3219,45373,168.47,68,P2,1860,6500
2025-03-12 10:54:43.261477,1,2025/03/12 10:54:43.248,Quadro RTX 8000,86,78,61,49152,3219,45373,259.19,68,P2,1740,6500
2025-03-12 10:54:45.607541,1,2025/03/12 10:54:45.596,Quadro RTX 8000,85,85,66,49152,3219,45373,259.15,68,P2,1725,6500
2025-03-12 10:54:47.991457,1,2025/03/12 10:54:47.972,Quadro RTX 8000,86,76,59,49152,3219,45373,255.06,68,P2,1710,6500
2025-03-12 10:54:50.358364,1,2025/03/12 10:54:50.344,Quadro RTX 8000,86,73,57,49152,3219,45373,234.78,68,P2,1710,6500
2025-03-12 10:54:52.699529,1,2025/03/12 10:54:52.691,Quadro RTX 8000,84,31,26,49152,3219,45373,150.06,68,P2,1770,6500
2025-03-12 10:54:55.050772,1,2025/03/12 10:54:55.039,Quadro RTX 8000,86,93,72,49152,3219,45373,248.40,68,P2,1680,6500
2025-03-12 10:54:57.389756,1,2025/03/12 10:54:57.380,Quadro RTX 8000,85,75,59,49152,3219,45373,219.47,68,P2,1755,6500
2025-03-12 10:54:59.995736,1,2025/03/12 10:54:59.989,Quadro RTX 8000,85,80,62,49152,3219,45373,253.46,68,P2,1770,6500
2025-03-12 10:55:02.346476,1,2025/03/12 10:55:02.339,Quadro RTX 8000,86,92,71,49152,3219,45373,253.42,68,P2,1680,6500
2025-03-12 10:55:04.675713,1,2025/03/12 10:55:04.668,Quadro RTX 8000,86,86,68,49152,3219,45373,259.70,68,P2,1755,6500
2025-03-12 10:55:07.022133,1,2025/03/12 10:55:07.009,Quadro RTX 8000,86,75,58,49152,3219,45373,226.73,68,P2,1665,6500
2025-03-12 10:55:09.356152,1,2025/03/12 10:55:09.347,Quadro RTX 8000,86,85,66,49152,3219,45373,258.36,68,P2,1665,6500
2025-03-12 10:55:11.696825,1,2025/03/12 10:55:11.690,Quadro RTX 8000,85,82,64,49152,3219,45373,232.94,68,P2,1710,6500
2025-03-12 10:55:14.036788,1,2025/03/12 10:55:14.026,Quadro RTX 8000,86,83,64,49152,3219,45373,263.85,68,P2,1710,6500
2025-03-12 10:55:16.380085,1,2025/03/12 10:55:16.366,Quadro RTX 8000,85,89,69,49152,3219,45373,251.54,68,P2,1785,6500
2025-03-12 10:55:18.720232,1,2025/03/12 10:55:18.707,Quadro RTX 8000,86,85,64,49152,3219,45373,242.69,68,P2,1725,6500
2025-03-12 10:55:21.091594,1,2025/03/12 10:55:21.076,Quadro RTX 8000,86,77,61,49152,3219,45373,249.15,68,P2,1710,6500
2025-03-12 10:55:23.446871,1,2025/03/12 10:55:23.440,Quadro RTX 8000,86,79,62,49152,3219,45373,251.18,68,P2,1740,6500
2025-03-12 10:55:25.825557,1,2025/03/12 10:55:25.793,Quadro RTX 8000,86,78,61,49152,3219,45373,236.82,68,P2,1680,6500
2025-03-12 10:55:28.188889,1,2025/03/12 10:55:28.177,Quadro RTX 8000,85,55,44,49152,3219,45373,263.68,68,P2,1770,6500
2025-03-12 10:55:30.531217,1,2025/03/12 10:55:30.522,Quadro RTX 8000,86,86,67,49152,3219,45373,223.93,68,P2,1710,6500
2025-03-12 10:55:32.879209,1,2025/03/12 10:55:32.864,Quadro RTX 8000,86,82,65,49152,3219,45373,252.38,68,P2,1680,6500
2025-03-12 10:55:35.207491,1,2025/03/12 10:55:35.199,Quadro RTX 8000,86,83,64,49152,3219,45373,247.72,68,P2,1680,6500
2025-03-12 10:55:37.794736,1,2025/03/12 10:55:37.715,Quadro RTX 8000,86,87,67,49152,3219,45373,253.72,68,P2,1695,6500
2025-03-12 10:55:40.202894,1,2025/03/12 10:55:40.196,Quadro RTX 8000,86,83,65,49152,3219,45373,260.31,68,P2,1740,6500
2025-03-12 10:55:42.529476,1,2025/03/12 10:55:42.522,Quadro RTX 8000,86,84,65,49152,3219,45373,228.34,68,P2,1665,6500
2025-03-12 10:55:44.868746,1,2025/03/12 10:55:44.855,Quadro RTX 8000,86,87,69,49152,3219,45373,263.12,68,P2,1755,6500
2025-03-12 10:55:47.202783,1,2025/03/12 10:55:47.196,Quadro RTX 8000,85,64,51,49152,3219,45373,130.27,68,P2,1785,6500
2025-03-12 10:55:49.551552,1,2025/03/12 10:55:49.542,Quadro RTX 8000,86,85,65,49152,3219,45373,247.62,68,P2,1725,6500
2025-03-12 10:55:51.891752,1,2025/03/12 10:55:51.885,Quadro RTX 8000,86,84,66,49152,3219,45373,249.49,68,P2,1755,6500
2025-03-12 10:55:54.216179,1,2025/03/12 10:55:54.209,Quadro RTX 8000,86,77,60,49152,3219,45373,265.04,68,P2,1695,6500
2025-03-12 10:55:56.560179,1,2025/03/12 10:55:56.547,Quadro RTX 8000,86,78,60,49152,3219,45373,241.74,68,P2,1710,6500
2025-03-12 10:55:58.910019,1,2025/03/12 10:55:58.899,Quadro RTX 8000,85,25,20,49152,3219,45373,191.44,69,P2,1770,6500
2025-03-12 10:56:01.270872,1,2025/03/12 10:56:01.261,Quadro RTX 8000,86,85,66,49152,3219,45373,230.94,68,P2,1770,6500
2025-03-12 10:56:03.635339,1,2025/03/12 10:56:03.621,Quadro RTX 8000,85,85,66,49152,3219,45373,270.77,68,P2,1725,6500
2025-03-12 10:56:06.002667,1,2025/03/12 10:56:05.995,Quadro RTX 8000,85,84,65,49152,3219,45373,248.11,68,P2,1725,6500
2025-03-12 10:56:08.579835,1,2025/03/12 10:56:08.571,Quadro RTX 8000,86,84,65,49152,3219,45373,245.02,68,P2,1770,6500
2025-03-12 10:56:10.912204,1,2025/03/12 10:56:10.897,Quadro RTX 8000,85,62,53,49152,3219,45373,233.04,69,P2,1815,6500
2025-03-12 10:56:13.247796,1,2025/03/12 10:56:13.241,Quadro RTX 8000,86,92,71,49152,3219,45373,245.46,68,P2,1620,6500
2025-03-12 10:56:15.584169,1,2025/03/12 10:56:15.570,Quadro RTX 8000,85,82,64,49152,3219,45373,260.86,68,P2,1725,6500
2025-03-12 10:56:17.930645,1,2025/03/12 10:56:17.915,Quadro RTX 8000,86,88,69,49152,3219,45373,241.94,69,P2,1695,6500
