timestamp,index,timestamp,name,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,power.draw,fan.speed,pstate,clocks.current.graphics,clocks.current.memory
2025-03-12 20:39:32.965922,2,2025/03/12 20:39:32.959,Quadro RTX 8000,35,0,0,49152,1,48592,22.55,33,P8,300,405
2025-03-12 20:39:35.276307,2,2025/03/12 20:39:35.268,Quadro RTX 8000,35,0,0,49152,1,48592,22.34,33,P8,300,405
2025-03-12 20:39:37.591393,2,2025/03/12 20:39:37.584,Quadro RTX 8000,35,0,0,49152,3,48589,22.45,33,P8,300,405
2025-03-12 20:39:39.903307,2,2025/03/12 20:39:39.897,Quadro RTX 8000,35,0,0,49152,3,48589,22.37,33,P8,300,405
2025-03-12 20:39:42.222079,2,2025/03/12 20:39:42.212,Quadro RTX 8000,35,0,0,49152,3,48589,22.55,33,P8,300,405
2025-03-12 20:39:44.531953,2,2025/03/12 20:39:44.525,Quadro RTX 8000,36,6,0,49152,589,48003,63.52,33,P2,1395,6500
2025-03-12 20:39:46.843752,2,2025/03/12 20:39:46.835,Quadro RTX 8000,44,100,86,49152,2343,46249,261.33,33,P2,1785,6500
2025-03-12 20:39:49.165414,2,2025/03/12 20:39:49.158,Quadro RTX 8000,42,0,0,49152,2929,45663,86.18,33,P2,1905,6500
2025-03-12 20:39:51.474568,2,2025/03/12 20:39:51.468,Quadro RTX 8000,41,0,0,49152,2929,45663,63.59,34,P2,1395,6500
2025-03-12 20:39:53.786478,2,2025/03/12 20:39:53.779,Quadro RTX 8000,42,28,19,49152,3221,45371,134.89,33,P2,1395,6500
2025-03-12 20:39:56.098653,2,2025/03/12 20:39:56.091,Quadro RTX 8000,47,93,75,49152,3221,45371,263.13,33,P2,1830,6500
2025-03-12 20:39:58.409521,2,2025/03/12 20:39:58.402,Quadro RTX 8000,49,94,75,49152,3221,45371,262.48,33,P2,1830,6500
2025-03-12 20:40:00.726085,2,2025/03/12 20:40:00.717,Quadro RTX 8000,50,96,77,49152,3221,45371,261.13,33,P2,1800,6500
